"source","dest","action","shDest","verified"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan.pointer.metadata.md","novapolis-dev\archive\docs\others\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan.pointer.metadata.md","MOVED","34D92B31F1A2B06AB5D8DB8D3EF3E4407380E2DBFD184B555B8F91C1BBCF93C1","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\archived_checks_before_20251114_162424.md","novapolis-dev\archive\docs\others\archived_checks_before_20251114_162424.md","MOVED","6109AC30902CF572753BAE3E138217069446BCD8B079FCA69B39F114B199C9FF","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\archived_checks_before_20251114_162424.metadata.md","novapolis-dev\archive\docs\others\archived_checks_before_20251114_162424.metadata.md","MOVED","7B5FADF0FF6D29D01F42454E358A59BD74C5C732BE2E73EB84E818061243E1F1","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\todo.cleaned.md","novapolis-dev\archive\docs\todos\todo.cleaned.md","MOVED","945649C4AA79840CE029E8D56725C238520C568B3ECE68F0B8922CAED89432AC","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\lscan_links_backups\20251112_031821_WORKSPACE_INDEX.md.bak.linkscan","novapolis-dev\archive\docs\others\20251112_031821_WORKSPACE_INDEX.md.bak.linkscan","MOVED","0F5FADD301CF6D6A4E64252D9CBB7BE5C04D3BEC60B3770CA04D295E0D378328","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\lscan_links_backups\20251112_031821_WORKSPACE_INDEX.md.bak.linkscan.metadata.md","novapolis-dev\archive\docs\others\20251112_031821_WORKSPACE_INDEX.md.bak.linkscan.metadata.md","MOVED","B8FECCD5479A8A868EFC6CE2F15232305620D6DE788C884E6B61CD017D28BD72","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\lscan_links_backups\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan","novapolis-dev\archive\docs\others\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan","MOVED","CE91346A12D93418A37FCD9A9EEB1209632A6DA3B8FE7FE5C0F0420DAE81EEC4","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\lscan_links_backups\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan.metadata.md","novapolis-dev\archive\docs\others\20251112_033338_WORKSPACE_INDEX.md.bak.linkscan.metadata.md","MOVED","F98B06CBD62F6F7FC5FE20D0226D3EAD121A43ABAD26AB48D2CDA17783B6AC83","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_082942.json","novapolis-dev\archive\reports\checks_report_20251114_082942.json","MOVED","62833FBEF75C6F7F3C551C9431BAE59C1DF8A4FDD14D148C62D356035D05F1A1","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_082942.md","novapolis-dev\archive\reports\checks_report_20251114_082942.md","MOVED","BE2A9DAE613F4634AFFE4B0C12B2E943717252227CFECD39F8FB30E86A6FDFB5","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083051.json","novapolis-dev\archive\reports\checks_report_20251114_083051.json","MOVED","6472ABFFB71CAFF0534D7B8FF3CB794A2148BF11D24350966C7CAFE99F5F3EDC","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083051.md","novapolis-dev\archive\reports\checks_report_20251114_083051.md","MOVED","985B30F8DA732F645E2DBE1C3C2552C0AFC7CFA6BA24D5E3488F29CE2120D28A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083211.json","novapolis-dev\archive\reports\checks_report_20251114_083211.json","MOVED","4C972C27C39D60D08C0A25F7D43780BBC59B32B0492AECF8AC9216BC2FE09C1D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083211.md","novapolis-dev\archive\reports\checks_report_20251114_083211.md","MOVED","9BCFC2C958E6FF3278F47D9107F15D92CFE07939A90506B36473B374A5282068","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083251.json","novapolis-dev\archive\reports\checks_report_20251114_083251.json","MOVED","AF5B47B839C8A988CAD59E3FE02842F6EDE87597968054AA5877B3159823CB65","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083251.md","novapolis-dev\archive\reports\checks_report_20251114_083251.md","MOVED","D5DDE63028AFEA6ADCD5F5D5A9A22C85F4D80F783916F262948796378874A1E0","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083329.json","novapolis-dev\archive\reports\checks_report_20251114_083329.json","MOVED","7283245DC5C4DFBC8152382023D1F8C2C36864971A251F38DC80A54C1B42DD11","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_083329.md","novapolis-dev\archive\reports\checks_report_20251114_083329.md","MOVED","3D9AF4FE6D65052743E921F902D60D5013B6716D7CFD410490BC0F615995EAB3","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084031.json","novapolis-dev\archive\reports\checks_report_20251114_084031.json","MOVED","A13792CAD71FA4D78FA67D5463ED71987F83F6D9761089FE811EACFDA179EE42","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084031.md","novapolis-dev\archive\reports\checks_report_20251114_084031.md","MOVED","4C94AC7C46B0EBF78F8CBCCF6B89DDA7BAA0C05AA541FB47FA576E1BFFDDAD95","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084101.json","novapolis-dev\archive\reports\checks_report_20251114_084101.json","MOVED","5FB47CB0EE6B34FA59084ED65F853A2EFB4387A38A3CBF6AD5E14B9F2F4F688E","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084101.md","novapolis-dev\archive\reports\checks_report_20251114_084101.md","MOVED","2FCFC89C507CB45B90750BAF740638187488C4E2DBD7605DADA85702D390E5E2","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084156.json","novapolis-dev\archive\reports\checks_report_20251114_084156.json","MOVED","47C461215F309882F57A9B6B7C33220BD4759B41A880FDE239F070C4601BE7A7","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084156.md","novapolis-dev\archive\reports\checks_report_20251114_084156.md","MOVED","0E9D3FCC1CA592C74E8D85755BF0F4DA1E2A6A517DEC529A766D994A40559910","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084321.json","novapolis-dev\archive\reports\checks_report_20251114_084321.json","MOVED","0CB92818E1A0808B9482160916D9C6664716F2A1E00A23FB3F540A6B2DF660A7","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084321.md","novapolis-dev\archive\reports\checks_report_20251114_084321.md","MOVED","AECB5D457B1564CF4C7BBB6EC3FAB6312FAC153C7DCF0BA6962A76CCE6B45697","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084405.json","novapolis-dev\archive\reports\checks_report_20251114_084405.json","MOVED","D44B4E8D7F5D1E793C7BC71445BFFDA86363BD419F89458946CCED8E3EF13B53","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_084405.md","novapolis-dev\archive\reports\checks_report_20251114_084405.md","MOVED","95A1B028D6BDDA4DBFD0650BF2AE5AE3C041302B14775488FE1E160DD38B937D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_085153.json","novapolis-dev\archive\reports\checks_report_20251114_085153.json","MOVED","4A3F69E23B7305FC4DA9CB5E10BE8B8D122CD6649072B1888162EDA9E5A0B416","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_085153.md","novapolis-dev\archive\reports\checks_report_20251114_085153.md","MOVED","3EAA981C09B98E5F15ADF04A1662B76C40326F4EA16DA9363721A79A13C962E9","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_102250.json","novapolis-dev\archive\reports\checks_report_20251114_102250.json","MOVED","FB338481A35F261F9608C087184CDD1320CB69EBD197D5CD85E67E95ADBB1C5D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_102250.md","novapolis-dev\archive\reports\checks_report_20251114_102250.md","MOVED","B0B39AF99319EEA4D2485D68447B4286929D6EB0130A044E1B425F9FD5D05D67","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_102709.json","novapolis-dev\archive\reports\checks_report_20251114_102709.json","MOVED","14BA9F004E2CB4F180C3CBD0E66276946384798326ECCD965AE16BBE43BC8651","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_102709.md","novapolis-dev\archive\reports\checks_report_20251114_102709.md","MOVED","165BAF82E3248F88F770FB710D15B6B71F686E7EE3CB101FE2A735710492485B","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_105447.json","novapolis-dev\archive\reports\checks_report_20251114_105447.json","MOVED","33041333D3FC5D6D4DF9AE2F7AA4416DA4C71818776B160F678740589BB8E24B","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_105447.md","novapolis-dev\archive\reports\checks_report_20251114_105447.md","MOVED","612E973050CE82269531747C0AE721371CAFEDF7A77B7EC8755931F92C0105B5","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_110532.json","novapolis-dev\archive\reports\checks_report_20251114_110532.json","MOVED","DF6237716C5D35C3358D48D813BE83D9FA0873EC5E84BF3B60F32AA579495EC5","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_110532.md","novapolis-dev\archive\reports\checks_report_20251114_110532.md","MOVED","D610A22EF47A5744FCE3C52BB92E178B0B014CBC66137D72C125114E9AF7B322","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_111019.json","novapolis-dev\archive\reports\checks_report_20251114_111019.json","MOVED","CB785A2A59E4A56EBD124B2D63DCD5DC584D8E8D9FA4C8011473B89BD0A9CC82","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_111019.md","novapolis-dev\archive\reports\checks_report_20251114_111019.md","MOVED","BFE7B54F15D8D75BC1D86F50829179055EB40030FF10D11AF558A18C70CD402E","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_111420.json","novapolis-dev\archive\reports\checks_report_20251114_111420.json","MOVED","CD1E5EDC4D3E52CD53F204A704FD4FB38B6E8CBE69AE1E03244F38B39FCEECD5","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_111420.md","novapolis-dev\archive\reports\checks_report_20251114_111420.md","MOVED","978B9946946B0F2B3AD1D24138024A44C9F0331D18DF2CC3DC86827076EDA862","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_122112.json","novapolis-dev\archive\reports\checks_report_20251114_122112.json","MOVED","B8B8021968DA0498C9AD90DA17F4D418B0C6A8598EAB914C9711EEFDB3FFB446","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_122112.md","novapolis-dev\archive\reports\checks_report_20251114_122112.md","MOVED","CA5C9A4D1E6C76DA18CB879E626194EDEE8BC6D8A704E2CDBDC3C4C448397445","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_123004.json","novapolis-dev\archive\reports\checks_report_20251114_123004.json","MOVED","58AA48FFE809628E71157D94B8107189BE7200FB25A66F4A55D8DA9D0C828DA2","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_123004.md","novapolis-dev\archive\reports\checks_report_20251114_123004.md","MOVED","02444AA430394040D12898CEFF2E2CCBA5E72A221F42059A96D3BE305F38033F","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_123551.json","novapolis-dev\archive\reports\checks_report_20251114_123551.json","MOVED","B1DB70A641108A87ED6161A34F26AE10B1D2F6747001FD15823A9C99EC516F24","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_123551.md","novapolis-dev\archive\reports\checks_report_20251114_123551.md","MOVED","D7A973CEE9D8BF91AFB642DF5B9C2E8981592F323D4A6E517142A3198DA30A58","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_124430.json","novapolis-dev\archive\reports\checks_report_20251114_124430.json","MOVED","AB5AD2D19429AF031442D97E5223AC3AEC4ADA07944CF2A85371425067E7C55A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_124430.md","novapolis-dev\archive\reports\checks_report_20251114_124430.md","MOVED","6369BF0A74D467F59B5405B5E882874ED2C13BF8100AEB13470C295E0056B7DC","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_130717.json","novapolis-dev\archive\reports\checks_report_20251114_130717.json","MOVED","5F703DDBCA16753489F000F529B4C1A6534592C6324618346B9CF7F9FA28F023","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_130717.md","novapolis-dev\archive\reports\checks_report_20251114_130717.md","MOVED","DC442146A373B8EEFDB801892C76DEC8AD8D3B1E86D439C92AB59E4A77419FB3","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_142224.json","novapolis-dev\archive\reports\checks_report_20251114_142224.json","MOVED","EF8C53F78D0B29B726E8FB4BEAEA1C96800490B9100C7D2DDA6A96FEBCDE2383","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_142224.md","novapolis-dev\archive\reports\checks_report_20251114_142224.md","MOVED","0C05DE58155AB37B70219F2D53A48FB460B65FED216E4C0CF1FA5F98528F035A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_142507.json","novapolis-dev\archive\reports\checks_report_20251114_142507.json","MOVED","721D3ED04743E6AF250F8DE7ABCD0BC8E9947111438D4D740F35FB628A074E7E","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_142507.md","novapolis-dev\archive\reports\checks_report_20251114_142507.md","MOVED","AAF742E829EAB8E193696F06922F87A630A2FC55854E985CBC0EB2B79040C9F6","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_143518.json","novapolis-dev\archive\reports\checks_report_20251114_143518.json","MOVED","4A4DB7C7ACD3313CEA4A93DA1160EF46C400104918AE6B4F61956483CFEE9F6F","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_143518.md","novapolis-dev\archive\reports\checks_report_20251114_143518.md","MOVED","E7690B838B4AA461D8E7CB531160F53454369653E9DCD5F4B46481E552CF7BA6","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_143900.json","novapolis-dev\archive\reports\checks_report_20251114_143900.json","MOVED","E5FC8E0908851769804D48DE2B4F73C309282AE0B9F1C69F6A9D28C0947A2C33","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_143900.md","novapolis-dev\archive\reports\checks_report_20251114_143900.md","MOVED","03D2C6C0BCE69C523347C7A5DE6D166F96A45E0E1D2780ECD971109B94823914","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_144117.json","novapolis-dev\archive\reports\checks_report_20251114_144117.json","MOVED","CAE56F633178A05D50857CE65DBA871B0DFBCE287B56AC3F453C1004C8E8DE3A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_144117.md","novapolis-dev\archive\reports\checks_report_20251114_144117.md","MOVED","1FB9E00D76445E5F185D496F16D482E5A5D1534A6E0B42BACE1D1607D16B5D95","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_144404.json","novapolis-dev\archive\reports\checks_report_20251114_144404.json","MOVED","D25D9E16BE94BC50CA656E95AB47EC8D714554C61C2778345B0E313EC52188B2","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_144404.md","novapolis-dev\archive\reports\checks_report_20251114_144404.md","MOVED","B6D7B98CCED8CB475EE6AE39E19D023DBE65E905C0DF0FB45AF8C5A9C6D12FE9","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_155304.json","novapolis-dev\archive\reports\checks_report_20251114_155304.json","MOVED","15209DE501E20C756D0DD0C36F3C363976ADA84CC49E2D413C2D8254C8F0703D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_155304.md","novapolis-dev\archive\reports\checks_report_20251114_155304.md","MOVED","E9C306BC32B2B4ECBB88B2CC27D4BAAABDE87F57EBEE8F019AA78471443170D0","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_160625.json","novapolis-dev\archive\reports\checks_report_20251114_160625.json","MOVED","F276B66353CDA402574CE2846CB5A84B5A560D02BD5D22E7D9D833765E30822D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_160625.md","novapolis-dev\archive\reports\checks_report_20251114_160625.md","MOVED","52BA7E818641D9081B1B7A1119212EE49F9FCEA4594A5D2007BF3C30BB51F24F","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_160819.json","novapolis-dev\archive\reports\checks_report_20251114_160819.json","MOVED","FDFAE60A8CB8B679E099A48A389E635522E3355B85E384C91D467AAA8C094BD3","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_160819.md","novapolis-dev\archive\reports\checks_report_20251114_160819.md","MOVED","F47CF9F64413D178B2EE24F7DB85AB86CCF72691CABD253628804E1C89688BD8","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161243.json","novapolis-dev\archive\reports\checks_report_20251114_161243.json","MOVED","64D63D13D8B67AC3CB28C2A792490D23CE8680CDB800DEE40EF8A2853314FBBD","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161243.md","novapolis-dev\archive\reports\checks_report_20251114_161243.md","MOVED","19AE9CB04BC482FD23F5EB92559782C0553C863DCB717998DE218C27D520EF1E","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161418.json","novapolis-dev\archive\reports\checks_report_20251114_161418.json","MOVED","5F9D4FCC7A09AA052F72A4446888C42B9DE73F5E454246692E793468F546AD6A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161418.md","novapolis-dev\archive\reports\checks_report_20251114_161418.md","MOVED","30A35EFDF162CA606DC54B03CF650C9E37CFBD1E85F0A91E6580AD898149302B","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161533.json","novapolis-dev\archive\reports\checks_report_20251114_161533.json","MOVED","B0E2B21EA01BCD411A0158DC137489299B7622D7954819C7930F711BA677CC27","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161533.md","novapolis-dev\archive\reports\checks_report_20251114_161533.md","MOVED","9D5A52F1B7818B03BD8C9BBF2B77C2C7500F2DA95223309BF3D13ABA3E152B60","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161826.json","novapolis-dev\archive\reports\checks_report_20251114_161826.json","MOVED","D5E218E59480A8776269C4CF520D6815DBA1F9C9444EDF731FDA9DBDAB4AA226","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_161826.md","novapolis-dev\archive\reports\checks_report_20251114_161826.md","MOVED","24FFF521A8EBEBFAF64FFBE8D15885F97435FE9940307B6BEA9AF742DE1B253E","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_162255.json","novapolis-dev\archive\reports\checks_report_20251114_162255.json","MOVED","1F7FDA28F16BB0340536BF58165F666099AC00AA063CBD3CCF8B7E51065165D4","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_report_20251114_162255.md","novapolis-dev\archive\reports\checks_report_20251114_162255.md","MOVED","DB8AF8BEDEF257F0B632DE04DBE6C19854F1AE2FB5BD5475C1FD4BE0D91AC696","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\black.log","novapolis-dev\archive\reports\black.log","MOVED","4F6D8D306465ADC4D4900228CD36CABF7B2A16848D2B83AF07580586B6462848","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","MOVED","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\hadolint.log","novapolis-dev\archive\reports\hadolint.log","MOVED","1A21AC35DED9D52357947A57F6AEEA323AEC92F34B6C4AFFD4F5B6FE41B3699C","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","MOVED","08E5866291A2A3DE96E64C99EE6041BCF8333BC92BD59A8B8563725CEA048C0D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","MOVED","069B135D78B4D1152144F4B64E47F146DF40974BCD52396A08188DE5E707C6F9","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\mypy.log","novapolis-dev\archive\reports\mypy.log","MOVED","1EF2C905F8B97543953B82C63996E04FA6335CC9B9D85BE764D50E377E087BF9","True"
